Dataset_Class,Subtype,Source_File,Dimension,Num_Points,Input_Order,Algorithm,Mean_Time_ms,Speedup,Rebuilds,StdDev_Time_ms,StdDev_Rebuilds,Iterations
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1897700,Sorted_Time,Randomized Grid,18176.43,1.3306338483409557,26.2,3197.184,4.47,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2067150,Original,Deterministic Grid,17300.608,0.9011476780167696,16.0,108.337,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2067150,Original,Randomized Grid,19198.416,0.9011476780167696,26.3,2239.523,5.14,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2067150,Sorted_Time,Deterministic Grid,17595.844,0.9546460440459448,18.0,447.467,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2067150,Sorted_Time,Randomized Grid,18431.799,0.9546460440459448,24.6,2415.304,6.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168057,Original,Deterministic Grid,18220.003,0.9783124488896263,19.0,209.92,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168057,Original,Randomized Grid,18623.91,0.9783124488896263,26.2,1004.394,5.49,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168057,Sorted_Time,Deterministic Grid,18339.304,0.9664429218965387,17.0,224.983,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168057,Sorted_Time,Randomized Grid,18976.086,0.9664429218965387,28.6,981.221,4.58,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2184916,Original,Deterministic Grid,19115.94,1.0008736466879804,13.0,311.837,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2184916,Original,Randomized Grid,19099.254,1.0008736466879804,27.4,2329.883,5.89,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2184916,Sorted_Time,Deterministic Grid,21844.348,1.135188956269522,19.0,2727.164,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2184916,Sorted_Time,Randomized Grid,19242.918,1.135188956269522,25.3,2189.426,5.62,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168940,Original,Deterministic Grid,18936.844,0.9998960336109767,20.0,259.14,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168940,Original,Randomized Grid,18938.813,0.9998960336109767,25.7,1807.786,4.83,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168940,Sorted_Time,Deterministic Grid,20953.722,1.0852629497946058,23.0,3463.735,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168940,Sorted_Time,Randomized Grid,19307.507,1.0852629497946058,27.0,1823.275,4.55,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2121357,Original,Deterministic Grid,19236.637,1.0323913047795032,19.0,1180.841,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2121357,Original,Randomized Grid,18633.087,1.0323913047795032,28.7,2786.15,4.11,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2121357,Sorted_Time,Deterministic Grid,17970.121,1.0085189250080029,15.0,1828.506,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2121357,Sorted_Time,Randomized Grid,17818.328,1.0085189250080029,25.6,1585.745,3.47,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2095095,Original,Deterministic Grid,18408.093,1.0379882729570573,19.0,286.658,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2095095,Original,Randomized Grid,17734.394,1.0379882729570573,25.6,947.078,4.84,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2095095,Sorted_Time,Deterministic Grid,19469.807,1.0512617479799862,17.0,110.61,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2095095,Sorted_Time,Randomized Grid,18520.418,1.0512617479799862,26.5,1072.778,8.34,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2008853,Original,Deterministic Grid,16979.725,0.9865313628802904,23.0,962.692,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2008853,Original,Randomized Grid,17211.541,0.9865313628802904,25.2,2074.014,5.14,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2008853,Sorted_Time,Deterministic Grid,16816.386,1.0615024813692158,30.0,1208.139,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2008853,Sorted_Time,Randomized Grid,15842.06,1.0615024813692158,24.1,1077.925,5.49,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1824113,Original,Deterministic Grid,16589.443,1.0134777517364102,20.0,495.308,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1824113,Original,Randomized Grid,16368.828,1.0134777517364102,20.7,586.862,6.02,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1824113,Sorted_Time,Deterministic Grid,16144.665,1.0026890884482045,17.0,206.786,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1824113,Sorted_Time,Randomized Grid,16101.367,1.0026890884482045,25.6,587.609,4.72,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1687618,Original,Deterministic Grid,17797.735,1.056515141135737,20.0,857.494,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1687618,Original,Randomized Grid,16845.698,1.056515141135737,25.0,1059.071,4.81,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1687618,Sorted_Time,Deterministic Grid,16861.584,1.1685212484566712,23.0,293.444,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1687618,Sorted_Time,Randomized Grid,14429.848,1.1685212484566712,23.2,1172.222,4.73,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1520208,Original,Deterministic Grid,14400.079,0.9689408390847059,20.0,1848.308,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1520208,Original,Randomized Grid,14861.67,0.9689408390847059,25.9,362.243,6.57,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1520208,Sorted_Time,Deterministic Grid,15182.696,1.0952758277602974,15.0,329.439,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1520208,Sorted_Time,Randomized Grid,13861.984,1.0952758277602974,24.0,1464.974,6.39,10
OpenSky_Real_World,OpenSky_39M_231351,opensky_results_20260911_231351.csv,4,39037788,Original,Deterministic Grid,484224.033,0.9099909310805817,26.0,0.0,0.0,1
OpenSky_Real_World,OpenSky_39M_231351,opensky_results_20260911_231351.csv,4,39037788,Original,Randomized Grid,532119.625,0.9099909310805817,24.0,0.0,0.0,1
OpenSky_Real_World,OpenSky_39M_231351,opensky_results_20260911_231351.csv,4,39037788,Sorted_Time_Axis,Deterministic Grid,434956.14,1.0413047029775029,26.0,0.0,0.0,1
OpenSky_Real_World,OpenSky_39M_231351,opensky_results_20260911_231351.csv,4,39037788,Sorted_Time_Axis,Randomized Grid,417703.04,1.0413047029775029,38.0,0.0,0.0,1
OpenSky_Real_World,OpenSky_39M_002012,opensky_results_20260912_002012.csv,4,39037788,Original,Deterministic Grid,348143.384,0.9478285384113625,26.0,20145.428,0.0,10
OpenSky_Real_World,OpenSky_39M_002012,opensky_results_20260912_002012.csv,4,39037788,Original,Randomized Grid,367306.29,0.9478285384113625,34.5,16041.405,7.11,10
OpenSky_Real_World,OpenSky_39M_002012,opensky_results_20260912_002012.csv,4,39037788,Sorted_Time_Axis,Deterministic Grid,338086.101,0.9178384163822254,26.0,301.54,0.0,10
OpenSky_Real_World,OpenSky_39M_002012,opensky_results_20260912_002012.csv,4,39037788,Sorted_Time_Axis,Randomized Grid,368350.349,0.9178384163822254,30.7,10038.323,5.98,10
