Timestamp,Space_Type,Dimensions,Num_Points,Input_Order,Algorithm,Iterations,Min_Distance,Mean_Time_ms,Median_Time_ms,StdDev_Time_ms,Raw_Times_ms
2026-09-03 02:37:15,Adversarial,9,2000,Ladder_of_Pairs,Randomized Grid,10,0.45001,1018.08015,1016.66835,5.12412,"[1028.01771, 1014.41149, 1015.58014, 1021.79047, 1011.06999, 1017.75655, 1014.50693, 1020.33075, 1022.92933, 1014.40811]"
2026-09-03 02:38:18,Normal,9,10000,Original,Deterministic Grid,10,112.76408,6288.90739,6287.91430,5.04048,"[6282.62871, 6283.51679, 6292.54157, 6285.46148, 6296.49518, 6287.35863, 6290.15352, 6296.82067, 6285.62737, 6288.46998]"
2026-09-03 02:39:21,Normal,9,10000,Original,Randomized Grid,10,112.76408,6297.72199,6298.19752,17.32816,"[6317.29451, 6289.42780, 6274.72362, 6308.17984, 6288.96202, 6273.46414, 6322.65314, 6286.81946, 6306.96723, 6308.72812]"
2026-09-03 02:40:24,Normal,9,10000,Sorted_X_Axis,Deterministic Grid,10,112.76408,6324.31277,6325.14133,13.51451,"[6293.05542, 6320.82117, 6327.11822, 6332.47086, 6320.70730, 6329.92791, 6328.14296, 6323.16445, 6346.84687, 6320.87250]"
2026-09-03 02:41:27,Normal,9,10000,Sorted_X_Axis,Randomized Grid,10,112.76408,6292.50451,6299.04747,15.09298,"[6300.93400, 6270.76842, 6281.37890, 6307.17288, 6311.09005, 6298.22322, 6270.62149, 6281.16831, 6299.87173, 6303.81607]"
2026-09-03 02:42:55,Adversarial,9,10000,Ladder_of_Pairs,Deterministic Grid,10,0.08999,8842.18346,8852.69534,22.02676,"[8853.20722, 8825.66965, 8854.83055, 8856.70191, 8797.13431, 8816.78344, 8863.65639, 8852.18346, 8840.43418, 8861.23351]"
2026-09-03 02:43:58,Adversarial,9,10000,Ladder_of_Pairs,Randomized Grid,10,0.08999,6294.04744,6293.28918,10.94614,"[6288.59462, 6282.32118, 6307.26204, 6300.71648, 6303.88370, 6295.81333, 6280.63119, 6281.12745, 6290.76504, 6309.35936]"
2026-09-03 02:48:48,Normal,9,40000,Original,Deterministic Grid,10,68.66290,28948.88994,28937.17540,39.00730,"[28925.14584, 28949.20497, 29022.15252, 28922.21804, 28987.66926, 28962.64314, 28983.89352, 28911.72824, 28907.20000, 28917.04389]"
2026-09-03 02:53:36,Normal,9,40000,Original,Randomized Grid,10,68.66290,28853.30887,28864.92720,60.43996,"[28915.28636, 28861.16012, 28804.09946, 28894.33982, 28901.01095, 28789.30448, 28908.09957, 28866.23600, 28863.61840, 28729.93353]"
2026-09-03 02:58:24,Normal,9,40000,Sorted_X_Axis,Deterministic Grid,10,68.66290,28779.35446,28785.91011,77.93616,"[28647.22913, 28716.83459, 28709.12198, 28778.60683, 28901.76660, 28869.41072, 28838.85048, 28793.21339, 28795.10808, 28743.40281]"
2026-09-03 03:03:13,Normal,9,40000,Sorted_X_Axis,Randomized Grid,10,68.66290,28851.31273,28842.58058,88.08538,"[28909.38192, 28825.67207, 28745.21176, 28931.17461, 28919.41359, 28735.98397, 28834.02528, 28999.34516, 28761.78305, 28851.13589]"
2026-09-03 03:15:53,Adversarial,9,40000,Ladder_of_Pairs,Deterministic Grid,10,0.02250,76065.72292,76100.40424,152.94558,"[75972.23092, 76102.96966, 76107.90702, 75793.77946, 76219.63180, 75905.74480, 76112.40392, 76015.14292, 76329.57991, 76097.83883]"
2026-09-03 03:20:41,Adversarial,9,40000,Ladder_of_Pairs,Randomized Grid,10,0.02250,28766.85951,28751.80605,80.58724,"[28881.63559, 28836.15970, 28897.67038, 28732.51775, 28685.56501, 28714.14475, 28693.41707, 28775.05997, 28681.33049, 28771.09434]"
